"","language","eta","psi","omega","t"
"178","Welsh",0.841037713084317,0.711343764872586,0.393526002159529,4096
"179","Welsh",0.806320714178331,0.69560851453219,0.333903600128841,8192
"180","Welsh",0.776795102279494,0.688618715287293,0.310304068435398,16384
"181","Welsh",0.748970387022984,0.682714406622139,0.283273252831124,32768
"182","Welsh",0.724949918973476,0.680102631343828,0.272667115573166,65536
"183","Welsh",0.702856775311164,0.678248100354105,0.255773871056788,131072
"184","Welsh",0.682623925550393,0.67628107423664,0.232176018193365,262144
"185","Welsh",0.66975133866638,0.676058265835843,0.224868417869594,524288
"186","Welsh",NA,NA,NA,1048576
"187","Welsh",NA,NA,NA,2097152
"188","Welsh",NA,NA,NA,4194304
"189","Welsh",NA,NA,NA,8388608
"190","German",0.997964105611164,0.70062908496732,0.673333333333333,8
"191","German",0.996381448853438,0.814262087201618,0.76793112516065,16
"192","German",0.990491459950883,0.738371797908998,0.682641189214778,32
"193","German",0.983553090976814,0.763247596219983,0.706705438089434,64
"194","German",0.974587047469475,0.778562905721242,0.744614347733876,128
"195","German",0.96336521564794,0.786802836827533,0.741566377103335,256
"196","German",0.95048319925124,0.796129146675566,0.733149932141029,512
"197","German",0.935045791113501,0.795025620204063,0.697202521298646,1024
"198","German",0.913816795926783,0.781597495657953,0.625933479752702,2048
"199","German",0.886916093499535,0.761211328833466,0.549271505845909,4096
"200","German",0.851265436451456,0.733131425968012,0.46254598567733,8192
"201","German",0.811720697374717,0.708503327303556,0.396087513712456,16384
"202","German",0.768798121937433,0.686349388003536,0.33578975974083,32768
"203","German",0.726332503355952,0.669400551029218,0.297199413726338,65536
"204","German",0.685288238428423,0.657036932885762,0.265534619097106,131072
"205","German",0.64809409584315,0.648558484505387,0.236490284586498,262144
"206","German",0.614308015641873,0.642648423679748,0.210837483861428,524288
"207","German",0.581371086195432,0.636451136828234,0.18022946188133,1048576
"208","German",0.550704498892801,0.630699508803869,0.154471992461573,2097152
"209","German",0.523553460720035,0.626324230382238,0.134986480934656,4194304
"210","German",NA,NA,NA,8388608
"211","Dhivehi",0.912006203619263,0.594761677209293,0.465304369170349,8
"212","Dhivehi",0.875803365948784,0.733349704102668,0.623439947632571,16
"213","Dhivehi",0.804830888191618,0.731016311976956,0.589424502792736,32
"214","Dhivehi",0.759404692787325,0.758840975779107,0.557280565689832,64
"215","Dhivehi",0.707999693156787,0.758975713727959,0.481349055221693,128
"216","Dhivehi",0.662478462240268,0.756369872102212,0.387862905816662,256
"217","Dhivehi",0.634328129838105,0.762317251605454,0.329426601289439,512
"218","Dhivehi",0.604497842796746,0.762705206590278,0.233890230885742,1024
"219","Dhivehi",NA,NA,NA,2048
"220","Dhivehi",NA,NA,NA,4096
"221","Dhivehi",NA,NA,NA,8192
"222","Dhivehi",NA,NA,NA,16384
"223","Dhivehi",NA,NA,NA,32768
"224","Dhivehi",NA,NA,NA,65536
"225","Dhivehi",NA,NA,NA,131072
"226","Dhivehi",NA,NA,NA,262144
"227","Dhivehi",NA,NA,NA,524288
"228","Dhivehi",NA,NA,NA,1048576
"229","Dhivehi",NA,NA,NA,2097152
"230","Dhivehi",NA,NA,NA,4194304
"231","Dhivehi",NA,NA,NA,8388608
"232","Modern Greek",0.997056895796745,0.812559041835358,0.735087719298246,8
"233","Modern Greek",0.991299724023526,0.726609325754244,0.679308676571875,16
"234","Modern Greek",0.983604276390631,0.725952257138815,0.696310018549101,32
"235","Modern Greek",0.96675707579919,0.698257493750728,0.663833847377945,64
"236","Modern Greek",0.949292089534298,0.708840124120295,0.666831750417445,128
"237","Modern Greek",0.929544279976763,0.722331156331779,0.650415387153719,256
"238","Modern Greek",0.909242288449443,0.72990846642925,0.615143020343645,512
"239","Modern Greek",0.88430508079783,0.722962919307835,0.560661990550976,1024
"240","Modern Greek",0.858735484498871,0.717197729530849,0.504960952037604,2048
"241","Modern Greek",0.832375146402872,0.711816019666568,0.448931500012668,4096
"242","Modern Greek",0.806814855747885,0.708426895936867,0.404031478275182,8192
"243","Modern Greek",0.77776528107935,0.70087016298661,0.344114389282446,16384
"244","Modern Greek",0.751356703407711,0.694984691099621,0.300856063024744,32768
"245","Modern Greek",NA,NA,NA,65536
"246","Modern Greek",NA,NA,NA,131072
"247","Modern Greek",NA,NA,NA,262144
"248","Modern Greek",NA,NA,NA,524288
"249","Modern Greek",NA,NA,NA,1048576
"250","Modern Greek",NA,NA,NA,2097152
"251","Modern Greek",NA,NA,NA,4194304
"252","Modern Greek",NA,NA,NA,8388608
"253","English",0.996142433572175,0.670240523365523,0.659722222222222,8
"254","English",0.989246213383057,0.729220333894,0.698012692803505,16
"255","English",0.98022213912547,0.685244326937694,0.680653749968475,32
"256","English",0.968926659409363,0.709333863711021,0.737671536996441,64
"257","English",0.956775311033524,0.735615546249118,0.755589739481274,128
"258","English",0.946013386825146,0.753525376353813,0.735676664644942,256
"259","English",0.932082545225591,0.762490006268813,0.680845197207484,512
"260","English",0.917613347456281,0.769051161779849,0.644325663455897,1024
"261","English",0.897274666230114,0.76047732768775,0.563585114160905,2048
"262","English",0.868865939116944,0.740313177997532,0.465011555581936,4096
"263","English",0.833668076597552,0.716344388845279,0.402257492238634,8192
"264","English",0.790884405980727,0.688559996894114,0.326899809679848,16384
"265","English",0.750607955625069,0.668307959197202,0.286143693366644,32768
"266","English",0.710079309742852,0.649972697182963,0.237290956932871,65536
"267","English",0.675329789335682,0.63727813654042,0.207259450387294,131072
"268","English",0.643582325079396,0.626614555644345,0.178487310344945,262144
"269","English",0.614474700915375,0.617139855547522,0.150402407927177,524288
"270","English",0.587309249002838,0.608581658704424,0.126608577276046,1048576
"271","English",0.562809575007692,0.600991104745161,0.106602262519557,2097152
"272","English",0.541364957004253,0.594784096143297,0.0930000079662054,4194304
"273","English",0.522570368611043,0.590179671783978,0.0891968899955583,8388608
"274","Esperanto",0.998739999176039,0.943478260869565,0.9,8
"275","Esperanto",0.996305747384355,0.880435160304499,0.857875309214595,16
"276","Esperanto",0.990683660851308,0.839421864822108,0.792238033031821,32
"277","Esperanto",0.982301480949835,0.827743773632444,0.754147256284166,64
"278","Esperanto",0.970845464577025,0.807761937393122,0.730588549731721,128
"279","Esperanto",0.96211538349478,0.817426481194714,0.730131392140343,256
"280","Esperanto",0.948537687587121,0.80822729955185,0.68754487928241,512
"281","Esperanto",0.935270887730414,0.805420624241475,0.652324272718513,1024
"282","Esperanto",0.916249905242693,0.791903292227833,0.568513312843991,2048
"283","Esperanto",0.895877779589589,0.778434132287568,0.504933299785665,4096
"284","Esperanto",0.866945768311222,0.755294463328621,0.416294302235578,8192
"285","Esperanto",0.834126333139991,0.730955315019011,0.361077673542814,16384
"286","Esperanto",0.795948583163917,0.705534384298005,0.309833311267058,32768
"287","Esperanto",0.758282236511953,0.68483817370863,0.27955060967797,65536
"288","Esperanto",0.720142894714188,0.666236054423589,0.239185809765113,131072
"289","Esperanto",0.688272453170641,0.653116764084599,0.214459449149395,262144
"290","Esperanto",NA,NA,NA,524288
"291","Esperanto",NA,NA,NA,1048576
"292","Esperanto",NA,NA,NA,2097152
"293","Esperanto",NA,NA,NA,4194304
"294","Esperanto",NA,NA,NA,8388608
"295","Estonian",0.999156429156429,0.869517543859649,0.822222222222222,8
"296","Estonian",0.997881198230198,0.8576705529735,0.835083595953161,16
"297","Estonian",0.997725876546223,0.895050202196884,0.885340469432376,32
"298","Estonian",0.994684917509538,0.870824897769286,0.851844524550085,64
"299","Estonian",0.990148166983006,0.860935815218726,0.800662492505574,128
"300","Estonian",0.985548518421553,0.866628275969818,0.766921736582446,256
"301","Estonian",0.975633149332676,0.834146016527341,0.694947914275188,512
"302","Estonian",0.963580562816522,0.809560012126538,0.644985937252539,1024
"303","Estonian",0.943280792233133,0.769974487292009,0.579025563603709,2048
"304","Estonian",0.920553110528491,0.741563690074203,0.533859277724742,4096
"305","Estonian",0.891933244128473,0.713231439627986,0.475217111599196,8192
"306","Estonian",0.85963645054061,0.688799366328474,0.420749811342355,16384
"307","Estonian",0.824580128721527,0.669240648173405,0.367590677571736,32768
"308","Estonian",0.789477501644613,0.654475953719614,0.32308113851484,65536
"309","Estonian",NA,NA,NA,131072
"310","Estonian",NA,NA,NA,262144
"311","Estonian",NA,NA,NA,524288
"312","Estonian",NA,NA,NA,1048576
"313","Estonian",NA,NA,NA,2097152
"314","Estonian",NA,NA,NA,4194304
"315","Estonian",NA,NA,NA,8388608
"316","Basque",1,1,1,8
"317","Basque",0.998881518333541,0.877763204455217,0.864686900401186,16
"318","Basque",0.994151579893154,0.736942970925131,0.756141821475647,32
"319","Basque",0.988775458599359,0.731009766995972,0.742535423749405,64
"320","Basque",0.984143650462017,0.773268264077492,0.736443051594413,128
"321","Basque",0.976232521687444,0.768805907060982,0.687927509878291,256
"322","Basque",0.964300396630425,0.749208790116548,0.62502859561025,512
"323","Basque",0.946481516420917,0.719982038817363,0.550589995070096,1024
"324","Basque",0.924179400716772,0.691483806981955,0.488346989539177,2048
"325","Basque",0.896459211109279,0.66374808031189,0.4283612773337,4096
"326","Basque",0.864328549215404,0.639613525417986,0.377145093943821,8192
"327","Basque",0.829609903551346,0.618501668555054,0.325623825757605,16384
"328","Basque",0.79342860632094,0.599638534531576,0.274516079860207,32768
"329","Basque",0.759730996031177,0.583362435204943,0.227706256685693,65536
"330","Basque",0.733167416373879,0.572632866210776,0.196340673926563,131072
"331","Basque",0.711978824270173,0.564881348595241,0.179695940055731,262144
"332","Basque",NA,NA,NA,524288
"333","Basque",NA,NA,NA,1048576
"334","Basque",NA,NA,NA,2097152
"335","Basque",NA,NA,NA,4194304
"336","Basque",NA,NA,NA,8388608
"337","Persian",0.998153609831029,0.814855185300529,0.825641025641026,8
"338","Persian",0.995593254699463,0.746103459412734,0.756276018533636,16
"339","Persian",0.991555189072701,0.728709830708325,0.750325140967882,32
"340","Persian",0.985062595699508,0.723723723657346,0.728370956421069,64
"341","Persian",0.97561150670056,0.739202714974412,0.699779736836547,128
"342","Persian",0.96370972257862,0.738813477637621,0.627494460897149,256
"343","Persian",0.950289912168942,0.738053889240405,0.559761478892303,512
"344","Persian",0.92990614391858,0.714708652927614,0.4836341047941,1024
"345","Persian",0.904043077355883,0.687953241774906,0.417220320142588,2048
"346","Persian",0.876357831097383,0.667050924331809,0.391135899769265,4096
"347","Persian",0.841867522908846,0.643142964120083,0.344616349660663,8192
"348","Persian",0.807229010550484,0.626740429987487,0.312042071020038,16384
"349","Persian",0.775707815860211,0.617322778114228,0.299219539321985,32768
"350","Persian",0.745422306457148,0.609119608891892,0.267747810158454,65536
"351","Persian",0.725390193903897,0.606687401389431,0.246130473711802,131072
"352","Persian",0.715123811991604,0.606491087602452,0.235214826593005,262144
"353","Persian",0.7109348236402,0.605823291744385,0.22922894105131,524288
"354","Persian",0.708674092187539,0.604580113876107,0.225604011941613,1048576
"355","Persian",NA,NA,NA,2097152
"356","Persian",NA,NA,NA,4194304
"357","Persian",NA,NA,NA,8388608
"358","French",0.997692692692693,0.863050108932462,0.828888888888889,8
"359","French",0.99586053311245,0.856186778217251,0.84377942459839,16
"360","French",0.989353969503159,0.786277761375795,0.769337107773207,32
"361","French",0.979847594711512,0.800307122412317,0.779893019803804,64
"362","French",0.968963618667324,0.805670782964294,0.776413981709376,128
"363","French",0.958256497443725,0.815895291759497,0.753203780474422,256
"364","French",0.942586481748353,0.805711688583481,0.695225102630342,512
"365","French",0.925325335080939,0.797209863553545,0.637198010209524,1024
"366","French",0.901085348602612,0.775895649411831,0.543825424828216,2048
"367","French",0.872834145588452,0.752595788342795,0.464530742306003,4096
"368","French",0.840689656889375,0.728096539794229,0.389490088641443,8192
"369","French",0.802166691668735,0.70007348848163,0.316167815330162,16384
"370","French",0.762664744482663,0.675544109194831,0.264170389779497,32768
"371","French",0.719882426664739,0.650957940514697,0.209998858117945,65536
"372","French",0.680120873362567,0.631037386032252,0.170360885892314,131072
"373","French",0.643068659520317,0.613721948223524,0.135670382686167,262144
"374","French",0.608884609416807,0.598663923040677,0.103721076379199,524288
"375","French",0.577300072778933,0.585326594473146,0.0768994608537893,1048576
"376","French",0.549702089338931,0.573970830215189,0.0572383322763465,2097152
"377","French",NA,NA,NA,4194304
"378","French",NA,NA,NA,8388608
"379","Western Frisian",0.996367026651509,0.858480944712829,0.798456790123457,8
"380","Western Frisian",0.996107963006327,0.869918819746259,0.813897616720197,16
"381","Western Frisian",0.990696954584963,0.824633443602081,0.736711184994343,32
"382","Western Frisian",0.985564861891533,0.853905950395873,0.764343770853193,64
"383","Western Frisian",0.976086988262586,0.851376942876743,0.739623053794118,128
"384","Western Frisian",0.966846242608227,0.862031766188645,0.742774512155435,256
"385","Western Frisian",0.951423317029722,0.852506861374736,0.69844264015956,512
"386","Western Frisian",0.935502418125771,0.847651840884784,0.663071480912721,1024
"387","Western Frisian",0.913541537087694,0.835409335459485,0.597453768998971,2048
"388","Western Frisian",0.888997936387048,0.82283605065812,0.550337320750542,4096
"389","Western Frisian",0.862352117192132,0.812127404404205,0.490918814430775,8192
"390","Western Frisian",0.83768610232753,0.806186407484983,0.452200810158505,16384
"391","Western Frisian",0.809293414620693,0.797968833744429,0.395822369959083,32768
"392","Western Frisian",NA,NA,NA,65536
"393","Western Frisian",NA,NA,NA,131072
"394","Western Frisian",NA,NA,NA,262144
"395","Western Frisian",NA,NA,NA,524288
"396","Western Frisian",NA,NA,NA,1048576
"397","Western Frisian",NA,NA,NA,2097152
"398","Western Frisian",NA,NA,NA,4194304
"399","Western Frisian",NA,NA,NA,8388608
"400","Irish",0.989517344767489,0.657721978595274,0.650925925925926,8
"401","Irish",0.985014369139026,0.717516117626958,0.665823643914318,16
"402","Irish",0.970791679081697,0.708657075515549,0.659960848837112,32
"403","Irish",0.955903044091618,0.725427193497298,0.65834717394708,64
"404","Irish",0.935856124432262,0.722869454276851,0.607003453702774,128
"405","Irish",0.91064239378921,0.716687862804737,0.541612093223342,256
"406","Irish",0.881709001932573,0.707904375014129,0.48508643026552,512
"407","Irish",0.848615079375362,0.697218635665399,0.437842503047528,1024
"408","Irish",0.815095512924616,0.68915319186828,0.387075916666135,2048
"409","Irish",0.778769803142253,0.678636165765906,0.329439565655737,4096
"410","Irish",0.745141683830807,0.670013931761638,0.283192659544537,8192
"411","Irish",0.720245212735257,0.664556474792396,0.243648176105747,16384
"412","Irish",NA,NA,NA,32768
"413","Irish",NA,NA,NA,65536
"414","Irish",NA,NA,NA,131072
"415","Irish",NA,NA,NA,262144
"416","Irish",NA,NA,NA,524288
"417","Irish",NA,NA,NA,1048576
"418","Irish",NA,NA,NA,2097152
"419","Irish",NA,NA,NA,4194304
"420","Irish",NA,NA,NA,8388608
"421","Interlingua",0.994317997601339,0.737458785462956,0.678494623655914,8
"422","Interlingua",0.9893936705076,0.770794930731662,0.70678935182271,16
"423","Interlingua",0.986067346858161,0.815875893822582,0.784859636871998,32
"424","Interlingua",0.9714891780048,0.805585652795317,0.764008987316993,64
"425","Interlingua",0.95652076602939,0.811017728931525,0.763166471662739,128
"426","Interlingua",0.940991592972089,0.814776052609007,0.733819822412766,256
"427","Interlingua",0.925907642685806,0.818326059915064,0.685726752015818,512
"428","Interlingua",0.905760988797209,0.810988469162003,0.611176284580123,1024
"429","Interlingua",0.885967952481176,0.804409144432542,0.542526324970156,2048
"430","Interlingua",0.86111822438174,0.792458511285641,0.460523798807357,4096
"431","Interlingua",0.82843296564983,0.77275971642662,0.398083316534042,8192
"432","Interlingua",0.792093002424638,0.752744585621301,0.343236668956524,16384
"433","Interlingua",NA,NA,NA,32768
"434","Interlingua",NA,NA,NA,65536
"435","Interlingua",NA,NA,NA,131072
"436","Interlingua",NA,NA,NA,262144
"437","Interlingua",NA,NA,NA,524288
"438","Interlingua",NA,NA,NA,1048576
"439","Interlingua",NA,NA,NA,2097152
"440","Interlingua",NA,NA,NA,4194304
"441","Interlingua",NA,NA,NA,8388608
"442","Indonesian",0.994826700171121,0.609621591064669,0.591666666666667,8
"443","Indonesian",0.987827487213737,0.508451438050934,0.50478386228138,16
"444","Indonesian",0.979315545294005,0.513469317494468,0.532923463947938,32
"445","Indonesian",0.968023189993613,0.54173324418751,0.516143428901995,64
"446","Indonesian",0.953799848237344,0.577370906136169,0.511197184193085,128
"447","Indonesian",0.935567289763803,0.601701554134807,0.486067485257052,256
"448","Indonesian",0.911216448234696,0.59822561716826,0.421524771087919,512
"449","Indonesian",0.881909656188659,0.585779381896392,0.369410743809227,1024
"450","Indonesian",0.844623873045901,0.563558985642796,0.318689887230231,2048
"451","Indonesian",0.808533282674485,0.553648926372505,0.302396124502267,4096
"452","Indonesian",0.766229897042617,0.53952614508302,0.276774658747422,8192
"453","Indonesian",0.729578624562898,0.531780679081253,0.256923733276776,16384
"454","Indonesian",0.696501685434152,0.526159038348999,0.229550290461517,32768
"455","Indonesian",NA,NA,NA,65536
"456","Indonesian",NA,NA,NA,131072
"457","Indonesian",NA,NA,NA,262144
"458","Indonesian",NA,NA,NA,524288
"459","Indonesian",NA,NA,NA,1048576
"460","Indonesian",NA,NA,NA,2097152
"461","Indonesian",NA,NA,NA,4194304
"462","Indonesian",NA,NA,NA,8388608
"463","Italian",0.999377289377289,0.963300828352731,0.950980392156863,8
"464","Italian",0.995380766080981,0.829153864837874,0.798974463036963,16
"465","Italian",0.988881962024397,0.784230258281693,0.770709702592415,32
"466","Italian",0.981040687244914,0.800416345963459,0.797404355269509,64
"467","Italian",0.972900303494217,0.816197659275974,0.799243738439034,128
